,epoch,batch,time,total_loss,loss_1,loss_2,accuracy_1,accuracy_2
0,1.0,0.0,8.928840637207031,1.0102312564849854,1.1023200750350952,0.8186979293823242,0.595385730266571,0.23462866246700287
1,1.0,1.0,9.642100811004639,1.0722428560256958,1.0672376155853271,0.9057794213294983,0.513611912727356,0.14101874828338623
2,1.0,2.0,12.955706119537354,0.9139580726623535,1.0237221717834473,0.754605233669281,0.5841796398162842,0.304823100566864
3,1.0,3.0,13.600682020187378,0.9442259073257446,1.0253815650939941,0.7997438311576843,0.5183839797973633,0.2527275085449219
4,1.0,4.0,17.654810190200806,0.9070883989334106,0.9930214285850525,0.7708839774131775,0.5429124236106873,0.28649330139160156
5,1.0,5.0,18.29630970954895,0.8695299029350281,0.9448107481002808,0.8138423562049866,0.4695884883403778,0.24468263983726501
6,1.0,6.0,18.799607038497925,0.8129789233207703,0.8830806612968445,0.8204320073127747,0.45189616084098816,0.2333046793937683
7,2.0,0.0,29.80254030227661,0.7455693483352661,0.8222386240959167,0.8132380247116089,0.5180875658988953,0.2506234645843506
8,2.0,1.0,30.45736575126648,0.7410825490951538,0.8362217545509338,0.7620183229446411,0.5365963578224182,0.28825843334198
9,2.0,2.0,31.115047216415405,0.8124781847000122,0.8812234997749329,0.6837361454963684,0.467111200094223,0.38308775424957275
10,2.0,3.0,31.760085105895996,0.6795864105224609,0.7466990947723389,0.7482627034187317,0.5424765348434448,0.31847134232521057
11,2.0,4.0,40.26972723007202,0.6657965183258057,0.7334786057472229,0.7477076649665833,0.5509408116340637,0.30685070157051086
12,2.0,5.0,40.845205545425415,0.6295077204704285,0.686288595199585,0.7288503646850586,0.5735580921173096,0.3326028287410736
13,2.0,6.0,41.285741567611694,0.5886587500572205,0.6423442363739014,0.7656604647636414,0.6202717423439026,0.29451510310173035
14,3.0,0.0,53.12655067443848,0.6256713271141052,0.6509017944335938,0.7907186150550842,0.5773233771324158,0.27031463384628296
15,3.0,1.0,53.77542018890381,0.6882690787315369,0.7103193998336792,0.6817615032196045,0.5222654938697815,0.37304556369781494
16,3.0,2.0,54.41810941696167,0.6282144784927368,0.6546123027801514,0.6637400388717651,0.5611273646354675,0.40194305777549744
17,3.0,3.0,55.06139636039734,0.521216869354248,0.5278107523918152,0.72832190990448,0.5699175596237183,0.36517226696014404
18,3.0,4.0,64.30640077590942,0.5717045068740845,0.5842519998550415,0.6911367177963257,0.49398553371429443,0.37879231572151184
19,3.0,5.0,64.87132167816162,0.5771844387054443,0.5812098383903503,0.6532596945762634,0.5487874746322632,0.41414594650268555
