,epoch,batch,time,total_loss,loss_1,loss_2,accuracy_1,accuracy_2
0,1.0,0.0,20.576363563537598,1.2658401727676392,1.1918001174926758,0.7404009103775024,0.31067174673080444,0.25959813594818115
1,1.0,1.0,29.446824073791504,0.9907391667366028,0.9237173199653625,0.6702185869216919,0.46799856424331665,0.329780638217926
2,1.0,2.0,37.81465816497803,0.873828113079071,0.8035567402839661,0.7027139663696289,0.46809443831443787,0.29728519916534424
3,1.0,3.0,44.642353773117065,0.9145797491073608,0.8469238877296448,0.6765584945678711,0.44408562779426575,0.3234407305717468
4,1.0,4.0,51.826322078704834,0.665502667427063,0.5935204029083252,0.7198226451873779,0.5552094578742981,0.28017646074295044
5,1.0,5.0,58.81489586830139,0.7848412990570068,0.7146300077438354,0.7021129131317139,0.4433234930038452,0.2978862226009369
6,1.0,6.0,62.069676637649536,0.7018037438392639,0.6323900818824768,0.694136381149292,0.49513188004493713,0.30586153268814087
7,2.0,0.0,77.69293212890625,0.6764957904815674,0.6093290448188782,0.6716675758361816,0.49404749274253845,0.3283316493034363
8,2.0,1.0,86.2258403301239,0.6740356683731079,0.6001567244529724,0.7387896776199341,0.5121902823448181,0.2612094283103943
9,2.0,2.0,93.78736639022827,0.5705940127372742,0.49997133016586304,0.7062268257141113,0.6398010849952698,0.2937723696231842
10,2.0,3.0,100.77037906646729,0.5991421937942505,0.5253931283950806,0.7374905347824097,0.6298548579216003,0.2625085115432739
11,2.0,4.0,107.82064461708069,0.48801374435424805,0.41170477867126465,0.7630894780158997,0.7188485264778137,0.23690950870513916
12,2.0,5.0,115.16327166557312,0.5119976997375488,0.43887925148010254,0.7311844825744629,0.6904499530792236,0.2688145935535431
13,2.0,6.0,118.67649865150452,0.6561559438705444,0.5791918039321899,0.7696412205696106,0.6495835185050964,0.2303561270236969
14,3.0,0.0,134.3006570339203,0.5505673289299011,0.4777940511703491,0.7277327179908752,0.658600926399231,0.27226635813713074
15,3.0,1.0,143.27858757972717,0.8059396743774414,0.7401663064956665,0.6577337980270386,0.4709147810935974,0.3422654867172241
16,3.0,2.0,151.49578952789307,0.8446703553199768,0.7807866930961609,0.6388364434242249,0.45046964287757874,0.36116287112236023
17,3.0,3.0,159.21888256072998,0.786498486995697,0.7228578925132751,0.6364058256149292,0.4554085433483124,0.3635934889316559
18,3.0,4.0,166.62691950798035,0.6400477290153503,0.5579820871353149,0.8206562995910645,0.5808941721916199,0.17934249341487885
19,3.0,5.0,173.32586979866028,0.5686163306236267,0.50234055519104,0.6627578139305115,0.6207395195960999,0.33724144101142883
20,3.0,6.0,176.56787252426147,0.48751217126846313,0.41760265827178955,0.6990951299667358,0.6705527305603027,0.3009028434753418
21,4.0,0.0,195.8710696697235,0.691484808921814,0.6217130422592163,0.6977179050445557,0.5343563556671143,0.3022812306880951
22,4.0,1.0,204.564679145813,0.6792064905166626,0.6093248128890991,0.6988167762756348,0.5495890974998474,0.30118244886398315
23,4.0,2.0,212.05843782424927,0.7566980123519897,0.6907501220703125,0.6594791412353516,0.49539902806282043,0.34052011370658875
24,4.0,3.0,218.89741969108582,0.5997402667999268,0.5330482721328735,0.6669200658798218,0.563494861125946,0.33307918906211853
25,4.0,4.0,226.30063033103943,0.7631256580352783,0.69953852891922,0.6358715295791626,0.4804611802101135,0.3641277849674225
26,4.0,5.0,233.16900777816772,0.625557005405426,0.562831699848175,0.6272532343864441,0.5240771174430847,0.3727461099624634
27,4.0,6.0,236.34619116783142,0.5618772506713867,0.4849086403846741,0.7696861624717712,0.6821370720863342,0.23031114041805267
28,5.0,0.0,251.79505562782288,0.6128448247909546,0.5420743823051453,0.7077043056488037,0.5943018794059753,0.29229483008384705
29,5.0,1.0,260.42396545410156,0.6510991454124451,0.5750203132629395,0.760788083076477,0.5519185662269592,0.2392108142375946
30,5.0,2.0,268.6444525718689,0.5204510688781738,0.4502251148223877,0.7022596597671509,0.7309345602989197,0.2977394461631775
31,5.0,3.0,275.4644048213959,0.7726952433586121,0.7047653794288635,0.6792985200881958,0.5670335292816162,0.3207007050514221
32,5.0,4.0,282.43586134910583,0.5313363671302795,0.45874327421188354,0.72593092918396,0.6858105063438416,0.27406805753707886
33,5.0,5.0,288.86035656929016,0.6963279247283936,0.6330289840698242,0.6329891681671143,0.5241537690162659,0.3670101761817932
34,5.0,6.0,292.2525599002838,0.6296219825744629,0.5693436861038208,0.6027830839157104,0.5456506013870239,0.397215336561203
35,6.0,0.0,311.9775457382202,0.5720883011817932,0.5077913403511047,0.6429696083068848,0.57308429479599,0.35702964663505554
36,6.0,1.0,320.56114315986633,0.5361983776092529,0.468930721282959,0.6726762652397156,0.6289262175559998,0.32732290029525757
37,6.0,2.0,328.7709114551544,0.5174113512039185,0.4468885660171509,0.7052277326583862,0.685321033000946,0.29477134346961975
38,6.0,3.0,335.83962655067444,0.5033172965049744,0.43411707878112793,0.6920019388198853,0.7417650818824768,0.3079971969127655
39,6.0,4.0,342.6876480579376,0.5632217526435852,0.4970424771308899,0.6617926359176636,0.6612327098846436,0.33820655941963196
40,6.0,5.0,349.64824509620667,0.5387358665466309,0.4756298065185547,0.6310608983039856,0.6527990698814392,0.3689384162425995
41,6.0,6.0,352.83371782302856,0.5412439107894897,0.461181104183197,0.8006283640861511,0.613286554813385,0.19936859607696533
42,7.0,0.0,373.2310245037079,0.49900126457214355,0.4328755736351013,0.6612570285797119,0.6553342938423157,0.3387422263622284
43,7.0,1.0,381.59182572364807,0.4884290397167206,0.41945546865463257,0.6897356510162354,0.7229213118553162,0.3102634847164154
44,7.0,2.0,390.11606216430664,0.5328007936477661,0.45556938648223877,0.7723142504692078,0.690667450428009,0.2276846319437027
45,7.0,3.0,397.02323842048645,0.49104732275009155,0.42345643043518066,0.6759088039398193,0.7323475480079651,0.3240903913974762
46,7.0,4.0,404.5289583206177,0.5481328964233398,0.473749041557312,0.7438385486602783,0.6555347442626953,0.2561604380607605
47,7.0,5.0,411.4317524433136,0.597076416015625,0.532379150390625,0.6469729542732239,0.5880247354507446,0.35302630066871643
48,7.0,6.0,414.5520944595337,0.9362608790397644,0.8765230774879456,0.5973782539367676,0.3863149583339691,0.4026202857494354
