,epoch,batch,time,total_loss,loss_1,loss_2,accuracy_1,accuracy_2
0,1.0,0.0,8.465273380279541,1.9187119007110596,1.0307987928390503,0.9398504495620728,0.28407561779022217,0.2297142893075943
1,1.0,1.0,12.297160148620605,1.768984079360962,0.9307158589363098,0.9130473136901855,0.41435834765434265,0.26527515053749084
2,1.0,2.0,12.726995944976807,1.7832813262939453,0.9439564943313599,0.9097668528556824,0.39051583409309387,0.24379406869411469
3,1.0,3.0,13.16293716430664,1.916202187538147,1.020244836807251,0.9346175789833069,0.34006673097610474,0.14711801707744598
4,1.0,4.0,15.680651903152466,1.6414427757263184,0.8284026384353638,0.8982724547386169,0.43370547890663147,0.22754451632499695
5,1.0,5.0,20.26001811027527,1.5341883897781372,0.7828037142753601,0.8745021820068359,0.4305765926837921,0.2806168794631958
6,1.0,6.0,20.611021995544434,1.576741337776184,0.9141944646835327,0.84205162525177,0.39533933997154236,0.37914803624153137
7,2.0,0.0,28.610549688339233,1.4342461824417114,0.69342041015625,0.875761866569519,0.4305863082408905,0.2853688597679138
8,2.0,1.0,29.16694474220276,1.4260280132293701,0.6716070175170898,0.881435215473175,0.4542306363582611,0.26703742146492004
9,2.0,2.0,31.890622854232788,1.3938038349151611,0.6855995655059814,0.8621014952659607,0.41990986466407776,0.2964165508747101
10,2.0,3.0,32.31923770904541,1.37532639503479,0.6729630827903748,0.8590153455734253,0.4164179861545563,0.28299617767333984
11,2.0,4.0,36.76705574989319,1.2168097496032715,0.5790113210678101,0.8295398950576782,0.48480623960494995,0.33520370721817017
12,2.0,5.0,38.77459955215454,1.299762487411499,0.596734344959259,0.8620733022689819,0.4426940977573395,0.30113455653190613
13,2.0,6.0,39.09432888031006,1.405489206314087,0.7371507883071899,0.8442568182945251,0.40310341119766235,0.32802945375442505
14,3.0,0.0,48.01301693916321,1.2625877857208252,0.5676400661468506,0.856621503829956,0.5060312151908875,0.273929238319397
15,3.0,1.0,49.860379695892334,1.3623788356781006,0.6696789264678955,0.85478675365448,0.38170236349105835,0.27906832098960876
16,3.0,2.0,50.29168081283569,1.1383347511291504,0.5082717537879944,0.8235232830047607,0.5133371949195862,0.30978357791900635
17,3.0,3.0,50.71475124359131,1.2016260623931885,0.6192156076431274,0.8018547296524048,0.4872821569442749,0.3613869845867157
18,3.0,4.0,57.62708783149719,1.1212952136993408,0.48799169063568115,0.8219665288925171,0.569928765296936,0.30799928307533264
19,3.0,5.0,60.96058678627014,1.2793240547180176,0.5939565300941467,0.8550831079483032,0.42441561818122864,0.303059846162796
20,3.0,6.0,61.31185436248779,1.1222386360168457,0.47240811586380005,0.8255597352981567,0.5172378420829773,0.2541847229003906
21,4.0,0.0,73.04723024368286,1.1537948846817017,0.535419762134552,0.8322039842605591,0.5441967844963074,0.35311219096183777
22,4.0,1.0,73.47817873954773,1.0770221948623657,0.4765532612800598,0.8151413798332214,0.5092534422874451,0.325673371553421
23,4.0,2.0,73.90936779975891,1.0725606679916382,0.45688676834106445,0.8170368075370789,0.5863352417945862,0.307620108127594
24,4.0,3.0,74.33685970306396,1.0888526439666748,0.5228397846221924,0.8058597445487976,0.5389155149459839,0.3544508218765259
25,4.0,4.0,84.27343463897705,1.1472649574279785,0.5557463765144348,0.826846718788147,0.4745391011238098,0.3461247384548187
26,4.0,5.0,84.69671106338501,1.0776512622833252,0.46719276905059814,0.823762059211731,0.520238995552063,0.31648796796798706
27,4.0,6.0,85.04268860816956,0.9950745701789856,0.43936794996261597,0.7806050181388855,0.5357359051704407,0.31541988253593445
