,epoch,batch,time,total_loss,loss_1,loss_2,loss_3,accuracy_1,accuracy_2,accuracy_3
0,1.0,0.0,8.701701164245605,2.72727632522583,0.9284011721611023,0.7877623438835144,1.0111126899719238,0.5516073107719421,0.278381884098053,0.631319522857666
1,1.0,1.0,12.769269466400146,2.7847633361816406,0.9730382561683655,0.7899522185325623,1.0217729806900024,0.4683358073234558,0.27209141850471497,0.5853224992752075
2,1.0,2.0,13.33676290512085,2.9869017601013184,1.0709115266799927,0.8356953263282776,1.0802947282791138,0.3421710133552551,0.21941116452217102,0.5132405161857605
3,1.0,3.0,13.897805213928223,2.6051225662231445,0.8920485377311707,0.7721224427223206,0.9409514665603638,0.38930994272232056,0.27807098627090454,0.5449041724205017
4,1.0,4.0,16.224995851516724,2.7170326709747314,0.9278454184532166,0.8241277933120728,0.9650594592094421,0.31287387013435364,0.2153542935848236,0.4935636818408966
5,1.0,5.0,21.467304229736328,2.366920232772827,0.7832735180854797,0.7404034733772278,0.8432433009147644,0.3468623459339142,0.3206197917461395,0.5183678269386292
6,1.0,6.0,21.860575914382935,2.4668707847595215,0.7619852423667908,0.8255563974380493,0.8793290853500366,0.32172486186027527,0.21435222029685974,0.47742587327957153
7,2.0,0.0,32.67593002319336,2.290584087371826,0.6826050877571106,0.8145784139633179,0.7934005260467529,0.34064406156539917,0.23837868869304657,0.5197425484657288
8,2.0,1.0,33.240269899368286,2.2735702991485596,0.737507700920105,0.7700509428977966,0.766011655330658,0.2746647298336029,0.29095277190208435,0.4582993686199188
9,2.0,2.0,33.80642318725586,2.362318515777588,0.8271372318267822,0.7393075227737427,0.7958738803863525,0.25296181440353394,0.3238052725791931,0.43636375665664673
10,2.0,3.0,34.37353873252869,2.3666129112243652,0.7947120070457458,0.7721602320671082,0.7997406721115112,0.2532963454723358,0.2973882257938385,0.3971664607524872
11,2.0,4.0,41.868627071380615,2.1498618125915527,0.6145764589309692,0.8387473821640015,0.6965379118919373,0.37341827154159546,0.207699254155159,0.5029809474945068
12,2.0,5.0,42.35504102706909,2.1280179023742676,0.615594744682312,0.8383318781852722,0.6740913391113281,0.35737237334251404,0.19854363799095154,0.5038657784461975
13,2.0,6.0,42.748146295547485,1.9855815172195435,0.5510945916175842,0.8124133348464966,0.6220735311508179,0.4140961170196533,0.23047001659870148,0.5008281469345093
14,3.0,0.0,53.5983624458313,2.101559638977051,0.6412316560745239,0.7695242762565613,0.6908037066459656,0.3166158199310303,0.29913660883903503,0.44555798172950745
15,3.0,1.0,54.17185950279236,2.023167133331299,0.6400517821311951,0.7249900698661804,0.6581252813339233,0.3432964086532593,0.3398780822753906,0.4473704695701599
16,3.0,2.0,54.74476766586304,1.97291100025177,0.6052589416503906,0.7502261400222778,0.6174259185791016,0.36937716603279114,0.32283154129981995,0.44773608446121216
17,3.0,3.0,55.30803084373474,2.03157114982605,0.5965874195098877,0.8086512684822083,0.6263325810432434,0.35047900676727295,0.2505287528038025,0.44119954109191895
18,3.0,4.0,60.805562257766724,1.8715925216674805,0.5645503997802734,0.7172855734825134,0.5897564888000488,0.41698628664016724,0.34273046255111694,0.4776756763458252
19,3.0,5.0,64.07308077812195,1.7154810428619385,0.5047198534011841,0.677573025226593,0.5331880450248718,0.4918067157268524,0.38451915979385376,0.5264635682106018
20,3.0,6.0,64.46438932418823,1.811889410018921,0.4932693839073181,0.7542834877967834,0.5643364787101746,0.5584705471992493,0.2758976221084595,0.5266190767288208
21,4.0,0.0,76.62522220611572,1.700668215751648,0.4996383786201477,0.6772401332855225,0.5237897634506226,0.5091248154640198,0.38172638416290283,0.4982927739620209
22,4.0,1.0,77.18170595169067,1.7255327701568604,0.4975317120552063,0.727353572845459,0.5006475448608398,0.510906994342804,0.3660782277584076,0.4844481348991394
23,4.0,2.0,77.74316835403442,2.254387855529785,0.8101251125335693,0.666434645652771,0.7778281569480896,0.3818310797214508,0.4010601341724396,0.3911239504814148
24,4.0,3.0,78.30515193939209,1.6951351165771484,0.4707866311073303,0.7142207026481628,0.5101277232170105,0.555019736289978,0.354453980922699,0.5223492383956909
25,4.0,4.0,87.81092500686646,1.8670802116394043,0.6089343428611755,0.6486519575119019,0.6094940304756165,0.5185407996177673,0.41961556673049927,0.5108752846717834
26,4.0,5.0,88.3720633983612,1.6757898330688477,0.4970788359642029,0.6674367785453796,0.5112741589546204,0.4990309476852417,0.38847097754478455,0.5001449584960938
27,4.0,6.0,88.86611270904541,1.8567428588867188,0.577686607837677,0.6967124938964844,0.5823438763618469,0.4537171721458435,0.352478563785553,0.4408569037914276
28,5.0,0.0,100.75769233703613,1.7964916229248047,0.5599046349525452,0.6464353203773499,0.5901517271995544,0.5307364463806152,0.4142366349697113,0.4941193163394928
29,5.0,1.0,101.32153916358948,1.703918218612671,0.5291857719421387,0.6313189268112183,0.5434135794639587,0.568179190158844,0.429739385843277,0.5295939445495605
30,5.0,2.0,101.8888213634491,1.7374851703643799,0.5502119064331055,0.6260758638381958,0.5611973404884338,0.534593939781189,0.4307762384414673,0.49559056758880615
31,5.0,3.0,102.45235204696655,1.865017294883728,0.6026321649551392,0.6410535573959351,0.6213315725326538,0.49249187111854553,0.41721412539482117,0.4591786563396454
32,5.0,4.0,112.08505940437317,1.6164631843566895,0.4582287669181824,0.6546345353126526,0.5035998821258545,0.6207023859024048,0.3881694972515106,0.5544917583465576
33,5.0,5.0,112.6377203464508,1.5939161777496338,0.4409690499305725,0.6838653683662415,0.46908169984817505,0.5507883429527283,0.38699936866760254,0.49349069595336914
34,5.0,6.0,113.030837059021,1.9720227718353271,0.6720728278160095,0.6338049173355103,0.6661451458930969,0.5307192206382751,0.4146265983581543,0.513218343257904
35,6.0,0.0,121.22886157035828,1.5957133769989014,0.4645361304283142,0.6349917650222778,0.4961854815483093,0.5791880488395691,0.4135267734527588,0.5351719260215759
36,6.0,1.0,124.3660900592804,2.0038435459136963,0.6923391222953796,0.6296977400779724,0.6818066239356995,0.5000224709510803,0.42401817440986633,0.4935491681098938
37,6.0,2.0,124.92912673950195,1.6732765436172485,0.48921042680740356,0.6676822900772095,0.5163837671279907,0.5067152976989746,0.39599868655204773,0.5016155242919922
38,6.0,3.0,125.48722791671753,1.794184684753418,0.5621952414512634,0.6563868522644043,0.5756025314331055,0.4606645703315735,0.38004541397094727,0.4495593011379242
39,6.0,4.0,130.7629475593567,1.5846352577209473,0.4622279405593872,0.6402152180671692,0.4821920394897461,0.619581937789917,0.4221837818622589,0.5684536099433899
40,6.0,5.0,132.09640645980835,1.5468041896820068,0.45012569427490234,0.6166404485702515,0.480038046836853,0.6289411187171936,0.43581244349479675,0.5999480485916138
41,6.0,6.0,132.48700332641602,1.567542552947998,0.4131377339363098,0.6800658106803894,0.47433894872665405,0.6249772906303406,0.41810375452041626,0.6122391223907471
42,7.0,0.0,143.25336909294128,1.5476020574569702,0.44516003131866455,0.6302851438522339,0.4721568822860718,0.612911581993103,0.4162875711917877,0.5902511477470398
43,7.0,1.0,143.81403279304504,1.4416630268096924,0.38787055015563965,0.6288946270942688,0.42489784955978394,0.6209810376167297,0.4250533878803253,0.601539134979248
44,7.0,2.0,144.39941215515137,1.5505329370498657,0.4413464665412903,0.6452026963233948,0.46398377418518066,0.6001633405685425,0.43946290016174316,0.6186086535453796
45,7.0,3.0,144.96515464782715,1.4826900959014893,0.41678953170776367,0.6181254386901855,0.44777506589889526,0.599460244178772,0.43535974621772766,0.6208069324493408
46,7.0,4.0,153.81103515625,1.4367609024047852,0.39587801694869995,0.6147158741950989,0.42616701126098633,0.5767098665237427,0.42702391743659973,0.5749848484992981
47,7.0,5.0,154.36691904067993,1.6158757209777832,0.4851754307746887,0.630158543586731,0.500541627407074,0.5353147387504578,0.43358996510505676,0.5466651916503906
48,7.0,6.0,154.7601296901703,1.6078283786773682,0.47400712966918945,0.6304360628128052,0.5033851265907288,0.6157107353210449,0.4300108551979065,0.6058165431022644
49,8.0,0.0,166.46234822273254,1.4925274848937988,0.4267274737358093,0.6055472493171692,0.4602527618408203,0.6102827191352844,0.44189509749412537,0.5592069029808044
50,8.0,1.0,167.02374291419983,1.6070690155029297,0.4873512387275696,0.6172926425933838,0.5024251937866211,0.5890136957168579,0.43223562836647034,0.5248259902000427
51,8.0,2.0,167.58840155601501,1.490505576133728,0.4202219247817993,0.6146960258483887,0.45558762550354004,0.6233286261558533,0.42408230900764465,0.5432258248329163
52,8.0,3.0,168.1509826183319,1.7166697978973389,0.5465857982635498,0.6119228601455688,0.5581610798835754,0.6372914910316467,0.4435088634490967,0.5674644708633423
53,8.0,4.0,177.62267780303955,1.5165321826934814,0.42275577783584595,0.629980742931366,0.46379560232162476,0.649186372756958,0.4165528118610382,0.5650443434715271
54,8.0,5.0,178.10560607910156,1.52724027633667,0.4491845965385437,0.6176317930221558,0.46042394638061523,0.616546630859375,0.42662540078163147,0.567173182964325
55,8.0,6.0,178.4978699684143,1.7498013973236084,0.5546292662620544,0.6166266202926636,0.5785455703735352,0.6096876263618469,0.4485189914703369,0.5621832609176636
56,9.0,0.0,189.25368762016296,1.4686790704727173,0.4132203459739685,0.6135231256484985,0.441935658454895,0.5835285782814026,0.4233323335647583,0.5022538900375366
57,9.0,1.0,190.49839329719543,1.4785432815551758,0.3818027377128601,0.7012763023376465,0.3954642415046692,0.5766231417655945,0.41800829768180847,0.5665646195411682
58,9.0,2.0,191.06464385986328,1.4739508628845215,0.4289238452911377,0.6070705056190491,0.4379565119743347,0.5479568243026733,0.44731730222702026,0.5475451946258545
59,9.0,3.0,191.63411474227905,1.5952298641204834,0.48903119564056396,0.6174219250679016,0.48877668380737305,0.5282574892044067,0.43375155329704285,0.5058453679084778
60,9.0,4.0,196.71599674224854,1.6437788009643555,0.5061310529708862,0.6194727420806885,0.518174946308136,0.5406108498573303,0.42619115114212036,0.5015849471092224
61,9.0,5.0,201.31692028045654,1.4787852764129639,0.42997241020202637,0.6015124917030334,0.44730037450790405,0.655727207660675,0.4427125155925751,0.6000803112983704
62,9.0,6.0,201.7193901538849,1.4641494750976562,0.417320191860199,0.6163645386695862,0.4304647445678711,0.6742913722991943,0.43432778120040894,0.5885953903198242
63,10.0,0.0,209.5850191116333,1.6589640378952026,0.4954090714454651,0.6627468466758728,0.5008081197738647,0.6896112561225891,0.43821781873703003,0.6136508584022522
64,10.0,1.0,210.14969563484192,1.7632403373718262,0.5645235180854797,0.6266112923622131,0.5721055269241333,0.7133641242980957,0.43224191665649414,0.6226598620414734
65,10.0,2.0,213.7915484905243,1.4910500049591064,0.44242846965789795,0.600468099117279,0.448153555393219,0.6473624110221863,0.4364127516746521,0.5618960857391357
66,10.0,3.0,214.35800004005432,1.6475160121917725,0.5159440040588379,0.6129566431045532,0.5186154246330261,0.6898788809776306,0.44907262921333313,0.6266385316848755
67,10.0,4.0,217.1933991909027,1.5790820121765137,0.4725918769836426,0.6261709332466125,0.4803192615509033,0.6261706948280334,0.44087252020835876,0.5785350799560547
68,10.0,5.0,218.99697923660278,1.7204790115356445,0.5282179117202759,0.6498896479606628,0.5423715114593506,0.4933581054210663,0.42970946431159973,0.4349822402000427
69,10.0,6.0,219.39014101028442,1.6203519105911255,0.4984307289123535,0.6214916706085205,0.5004295110702515,0.6191794276237488,0.4395116865634918,0.6103383898735046
70,11.0,0.0,227.6239173412323,1.339449405670166,0.3684791922569275,0.5843907594680786,0.3865795135498047,0.5999995470046997,0.4484328329563141,0.5413788557052612
71,11.0,1.0,228.18759655952454,1.5328840017318726,0.4617363214492798,0.6018033027648926,0.4693443775177002,0.6084342002868652,0.4521735906600952,0.5997855067253113
72,11.0,2.0,229.90719628334045,1.6451506614685059,0.5111371278762817,0.6112999320030212,0.5227136015892029,0.6523869633674622,0.4465429484844208,0.6326226592063904
73,11.0,3.0,231.48901987075806,1.5159186124801636,0.42093926668167114,0.6734344959259033,0.4215449094772339,0.6294794678688049,0.43379560112953186,0.5948483347892761
74,11.0,4.0,235.2262623310089,1.7507708072662354,0.5625682473182678,0.6327710747718811,0.5554314255714417,0.606220543384552,0.41679462790489197,0.5596064925193787
75,11.0,5.0,237.03782081604004,1.5993809700012207,0.4859907031059265,0.6185883283615112,0.4948020577430725,0.6874507665634155,0.43933388590812683,0.6421917080879211
76,11.0,6.0,237.4284906387329,1.391401767730713,0.38493913412094116,0.6091379523277283,0.39732468128204346,0.687123715877533,0.4326319694519043,0.6186182498931885
77,12.0,0.0,249.55966019630432,1.5382455587387085,0.4546578526496887,0.6121035218238831,0.4714841842651367,0.6525447964668274,0.43215808272361755,0.5671563744544983
78,12.0,1.0,250.13469552993774,1.4468930959701538,0.3948512673377991,0.6102612018585205,0.441780686378479,0.6515296697616577,0.415772408246994,0.5508561730384827
79,12.0,2.0,250.70062112808228,1.5993833541870117,0.49098217487335205,0.6117678284645081,0.49663329124450684,0.6611002683639526,0.4475896954536438,0.6053094863891602
80,12.0,3.0,251.26383066177368,1.4329619407653809,0.39982926845550537,0.6099315285682678,0.4232010841369629,0.5929586887359619,0.43527984619140625,0.5044971704483032
81,12.0,4.0,260.8228929042816,1.4259989261627197,0.40527182817459106,0.6062584519386292,0.41446858644485474,0.6162773370742798,0.43259578943252563,0.5709031820297241
82,12.0,5.0,261.30626487731934,1.6071950197219849,0.4953501224517822,0.6102297902107239,0.5016151666641235,0.6142340302467346,0.4517073333263397,0.5710272192955017
83,12.0,6.0,261.6974985599518,2.2415997982025146,0.829137921333313,0.6504224538803101,0.7620394229888916,0.5825362205505371,0.43298405408859253,0.5800648927688599
84,13.0,0.0,269.70187401771545,1.6764161586761475,0.5349647402763367,0.6092617511749268,0.5321896076202393,0.5794945955276489,0.44980159401893616,0.5449690818786621
85,13.0,1.0,273.6973752975464,1.544324278831482,0.4723644256591797,0.5963207483291626,0.47563910484313965,0.5838847160339355,0.45545896887779236,0.5607001185417175
86,13.0,2.0,274.26124691963196,1.4730291366577148,0.4384117126464844,0.6028720736503601,0.4317452311515808,0.5285197496414185,0.43894264101982117,0.5047133564949036
87,13.0,3.0,274.82578778266907,1.5754594802856445,0.47179359197616577,0.6132673621177673,0.49039846658706665,0.6228234171867371,0.4419907033443451,0.5654973387718201
88,13.0,4.0,277.3014426231384,1.519078016281128,0.43598806858062744,0.6241027116775513,0.4589872360229492,0.630562424659729,0.42367562651634216,0.5578833818435669
89,13.0,5.0,283.00173139572144,1.590979814529419,0.4726096987724304,0.6139282584190369,0.5044419169425964,0.6778826117515564,0.43068236112594604,0.5925512909889221
90,13.0,6.0,283.3929386138916,1.9057836532592773,0.5833131670951843,0.6589679718017578,0.6635025143623352,0.6324686408042908,0.3703659474849701,0.5601586699485779
91,14.0,0.0,294.8845133781433,1.586256980895996,0.48320549726486206,0.5993226170539856,0.5037288665771484,0.7007524967193604,0.45822393894195557,0.6397145390510559
92,14.0,1.0,295.46638584136963,1.388296127319336,0.38637495040893555,0.5892833471298218,0.4126378893852234,0.6765490770339966,0.44509977102279663,0.6364854574203491
93,14.0,2.0,296.0297396183014,1.4824585914611816,0.430864155292511,0.616524875164032,0.43506956100463867,0.5937947034835815,0.4327801465988159,0.5759820342063904
94,14.0,3.0,296.5937547683716,1.7526376247406006,0.5807397961616516,0.6235069632530212,0.548390805721283,0.5468484163284302,0.4344552159309387,0.559514582157135
95,14.0,4.0,302.3364202976227,1.4244532585144043,0.40166175365448,0.6258952021598816,0.3968963027000427,0.5332695841789246,0.410739004611969,0.5494604706764221
96,14.0,5.0,303.3166787624359,1.6233723163604736,0.5034428238868713,0.6347240805625916,0.48520535230636597,0.5253311991691589,0.42180100083351135,0.5242086052894592
97,14.0,6.0,303.71196484565735,1.485816478729248,0.43211519718170166,0.6474417448043823,0.40625953674316406,0.551298975944519,0.4096279442310333,0.5367920994758606
98,15.0,0.0,311.8070116043091,1.914745569229126,0.6492553949356079,0.6399396657943726,0.6255505681037903,0.47220557928085327,0.41840824484825134,0.4369175434112549
99,15.0,1.0,312.3738503456116,1.9727907180786133,0.6855948567390442,0.6438713669776917,0.6433244347572327,0.41079095005989075,0.4073459506034851,0.3896770477294922
100,15.0,2.0,314.4408769607544,1.5794754028320312,0.4802769422531128,0.6188156008720398,0.4803829789161682,0.5760059356689453,0.42611730098724365,0.5154064297676086
101,15.0,3.0,315.8856942653656,1.4149093627929688,0.3969723582267761,0.6043421030044556,0.4135950207710266,0.6982443928718567,0.44267839193344116,0.625072717666626
102,15.0,4.0,319.498473405838,1.561951756477356,0.4753901958465576,0.6245800852775574,0.4619814157485962,0.6945846080780029,0.4355880618095398,0.6516582369804382
103,15.0,5.0,323.60344982147217,1.5188629627227783,0.44534146785736084,0.6220220327377319,0.4514995217323303,0.6408849954605103,0.41381463408470154,0.557104229927063
104,15.0,6.0,324.0417220592499,1.5039030313491821,0.43200892210006714,0.6486133337020874,0.42328083515167236,0.7197964191436768,0.4197559952735901,0.6232284903526306
105,16.0,0.0,334.6792690753937,1.518371820449829,0.45288360118865967,0.6150339841842651,0.4504541754722595,0.6773547530174255,0.43366554379463196,0.5986896753311157
106,16.0,1.0,335.24150037765503,1.8369941711425781,0.6077678203582764,0.619614839553833,0.6096115708351135,0.6137847304344177,0.4282113015651703,0.5218567252159119
107,16.0,2.0,336.06856322288513,1.6187357902526855,0.47625839710235596,0.6655508279800415,0.4769265651702881,0.7059024572372437,0.4362579584121704,0.6334837079048157
108,16.0,3.0,336.6350009441376,1.6002967357635498,0.49866777658462524,0.6006680727005005,0.5009608268737793,0.673244059085846,0.44508758187294006,0.6068792343139648
109,16.0,4.0,344.7062532901764,1.5843513011932373,0.4792126417160034,0.6257897019386292,0.47934895753860474,0.6803666353225708,0.44907620549201965,0.6217504739761353
110,16.0,5.0,345.1976010799408,1.745566964149475,0.557371199131012,0.6241965293884277,0.5639992952346802,0.6264828443527222,0.43464526534080505,0.6026379466056824
111,16.0,6.0,345.5912718772888,1.43352472782135,0.4193272590637207,0.6020010113716125,0.4121965169906616,0.5118764638900757,0.45178887248039246,0.5707295536994934
112,17.0,0.0,353.70129680633545,1.4006669521331787,0.40409207344055176,0.5936965942382812,0.4028782248497009,0.5631301403045654,0.44057169556617737,0.5674649477005005
113,17.0,1.0,357.74736428260803,1.776002287864685,0.5755118727684021,0.6167446374893188,0.5837458372116089,0.5185950994491577,0.43949204683303833,0.5358167886734009
114,17.0,2.0,358.3148593902588,1.5171301364898682,0.4446444511413574,0.6273260712623596,0.4451596140861511,0.5870435833930969,0.44081664085388184,0.5944867730140686
115,17.0,3.0,358.88064551353455,1.5604418516159058,0.46338605880737305,0.6389923095703125,0.4580634832382202,0.5631187558174133,0.4101487696170807,0.5463082790374756
116,17.0,4.0,361.58322644233704,1.597700595855713,0.4786251187324524,0.647555410861969,0.47152000665664673,0.6199000477790833,0.39965686202049255,0.5823727250099182
117,17.0,5.0,366.2604308128357,1.6203274726867676,0.5012753009796143,0.6091156601905823,0.5099366307258606,0.6654467582702637,0.4480956196784973,0.5954369306564331
118,17.0,6.0,366.702171087265,1.441496729850769,0.4129878878593445,0.6137692928314209,0.4147394895553589,0.730117917060852,0.4294215440750122,0.646670401096344
119,18.0,0.0,377.43333864212036,1.3838613033294678,0.3839457035064697,0.6200209259986877,0.37989479303359985,0.7149631977081299,0.4283028542995453,0.6358638405799866
120,18.0,1.0,378.2086136341095,1.635174036026001,0.5116973519325256,0.6160765290260315,0.5074001550674438,0.6644641757011414,0.4411467909812927,0.6027897596359253
121,18.0,2.0,378.77098655700684,1.696190595626831,0.5375166535377502,0.6221234202384949,0.5365504622459412,0.6084151864051819,0.41992080211639404,0.5777981281280518
122,18.0,3.0,379.3306224346161,1.4919443130493164,0.423919141292572,0.620961606502533,0.4470636248588562,0.7092795372009277,0.42788952589035034,0.6538466811180115
123,18.0,4.0,388.61783719062805,1.3781347274780273,0.3684197664260864,0.6290022730827332,0.380712628364563,0.6954857110977173,0.4480041563510895,0.661343514919281
124,18.0,5.0,389.1003155708313,1.384678840637207,0.39119112491607666,0.5999974012374878,0.3934902548789978,0.6664206385612488,0.4399244487285614,0.6469079256057739
125,18.0,6.0,389.49232149124146,1.351619005203247,0.3450871706008911,0.5992560982704163,0.4072756767272949,0.5154137015342712,0.4168754816055298,0.4292490780353546
126,19.0,0.0,397.2997045516968,1.4485838413238525,0.41776371002197266,0.6057572960853577,0.42506295442581177,0.6520053744316101,0.4395770728588104,0.6527328491210938
127,19.0,1.0,401.06412863731384,1.3817698955535889,0.3692508935928345,0.6395276784896851,0.37299132347106934,0.5904560685157776,0.4137083888053894,0.6006155014038086
128,19.0,2.0,401.62864875793457,1.411874771118164,0.40222597122192383,0.5976999402046204,0.41194891929626465,0.632307231426239,0.45832037925720215,0.6362081170082092
129,19.0,3.0,402.1868324279785,1.3540380001068115,0.3767460584640503,0.5941703915596008,0.3831215500831604,0.6700658202171326,0.4476638436317444,0.6637060046195984
130,19.0,4.0,406.29693818092346,1.492805004119873,0.4412396550178528,0.6102892756462097,0.44127607345581055,0.5528979301452637,0.42552801966667175,0.5628068447113037
131,19.0,5.0,410.9695620536804,1.4999147653579712,0.442594051361084,0.6004654765129089,0.4568551778793335,0.6088280081748962,0.4347786009311676,0.6103671193122864
132,19.0,6.0,411.3616318702698,1.5503352880477905,0.4785357117652893,0.5990006923675537,0.4727989435195923,0.6543647646903992,0.451671302318573,0.6439048647880554
133,20.0,0.0,419.27902936935425,1.4722548723220825,0.4227335453033447,0.6211960315704346,0.4283252954483032,0.6680827736854553,0.4245241582393646,0.6278765201568604
134,20.0,1.0,419.84839057922363,1.3058171272277832,0.3574988842010498,0.5791814923286438,0.3691368103027344,0.6120555996894836,0.45821303129196167,0.5903633236885071
135,20.0,2.0,423.33627676963806,1.4178768396377563,0.40667617321014404,0.6040244698524475,0.40717613697052,0.5951627492904663,0.4359293282032013,0.5624929070472717
