,epoch,batch,time,total_loss,loss_1,loss_2,accuracy_1,accuracy_2
0,1.0,0.0,29.34890389442444,1.7573258876800537,1.0988667011260986,0.6584591865539551,0.3324350118637085,0.1803191751241684
1,1.0,1.0,45.49896192550659,1.6462454795837402,1.029531717300415,0.6167137026786804,0.4243241846561432,0.2267937809228897
2,1.0,2.0,58.834033250808716,1.4224281311035156,0.8351324796676636,0.5872955918312073,0.4722917973995209,0.2631973326206207
3,1.0,3.0,71.01269888877869,1.4866116046905518,0.884530782699585,0.602080762386322,0.47097134590148926,0.23526735603809357
4,1.0,4.0,83.22466516494751,1.3968417644500732,0.8077706098556519,0.5890712141990662,0.4663129150867462,0.23209328949451447
5,1.0,5.0,95.47645306587219,1.398510217666626,0.8438077569007874,0.5547024607658386,0.44628939032554626,0.2761756479740143
6,1.0,6.0,101.0926685333252,1.3428866863250732,0.8245493173599243,0.5183374285697937,0.40984222292900085,0.3216492235660553
7,2.0,0.0,127.94062995910645,1.212190866470337,0.6526120901107788,0.5595788359642029,0.45820385217666626,0.27588939666748047
8,2.0,1.0,142.73978734016418,1.2581332921981812,0.7161069512367249,0.5420263409614563,0.41084015369415283,0.27435970306396484
9,2.0,2.0,155.85929322242737,1.2535452842712402,0.6958833336830139,0.5576619505882263,0.4301045536994934,0.2435506135225296
10,2.0,3.0,168.77959489822388,1.1879749298095703,0.6402958035469055,0.5476791262626648,0.4273748993873596,0.25908222794532776
11,2.0,4.0,181.4339075088501,1.0399975776672363,0.5238546133041382,0.5161429047584534,0.4914443790912628,0.301308810710907
12,2.0,5.0,193.95166420936584,1.0181732177734375,0.5124781727790833,0.5056950449943542,0.47136515378952026,0.3162447512149811
13,2.0,6.0,199.63900542259216,1.2705868482589722,0.8035457730293274,0.4670410454273224,0.36474335193634033,0.3662703037261963
14,3.0,0.0,225.7442274093628,1.0399789810180664,0.5615389347076416,0.4784400165081024,0.4732365906238556,0.3491438031196594
15,3.0,1.0,240.59849047660828,1.1699978113174438,0.6301609873771667,0.5398368239402771,0.5063523054122925,0.2639751434326172
16,3.0,2.0,254.15547037124634,1.0472887754440308,0.5584872961044312,0.4888014495372772,0.4905424416065216,0.3436482548713684
17,3.0,3.0,266.7488536834717,0.9504289627075195,0.45554107427597046,0.4948878586292267,0.5361774563789368,0.31670987606048584
